Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Anxiety_Level_During_Exams,Skill_Retention_Score,Major_FreqEnc,Prompt_Engineering_Skill_Advanced,Prompt_Engineering_Skill_Beginner,Prompt_Engineering_Skill_Intermediate,Institutional_Policy_Actively_Encouraged,Institutional_Policy_Allowed_With_Citation,Institutional_Policy_Strict_Ban,Burnout_Risk_Level_High,Burnout_Risk_Level_Low,Burnout_Risk_Level_Medium
0.0,0.5,0.6799289520426286,0.11875000000000001,0.0,0.25,0.0,0.35656913367756743,0.3333333333333333,0.6666666666666665,0.5044832997085855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.25,1.0,0.664298401420959,0.038250000000000006,0.0,0.5,1.0,0.16781411359724613,0.3333333333333333,0.1111111111111111,0.537771800044833,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.5822380106571936,0.198,0.5,0.25,0.0,0.3359150889271372,0.0,0.2222222222222222,0.5601882985877606,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.75,0.6898756660746002,0.1785,0.25,0.0,1.0,0.23981640849110725,0.2222222222222222,0.4444444444444445,0.844877830082941,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.25,0.5,0.7150976909413853,0.06425,0.75,0.5,1.0,0.4979919678714859,0.1111111111111111,0.4444444444444445,0.6678995740865278,0.7237563006793777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,0.25,0.6348134991119005,0.4805,0.0,0.5,1.0,0.1210556511761331,0.2222222222222222,0.4444444444444445,0.7563326608383771,0.4449923296077143,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.5,0.7609236234458259,0.21150000000000002,0.0,0.25,1.0,0.24756167527251866,0.4444444444444445,0.2222222222222222,0.7140775610849586,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.75,1.0,0.6404973357015986,0.03175,1.0,0.5,0.0,0.47074010327022375,0.2222222222222222,0.4444444444444445,0.6398789509078683,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.25,0.8760213143872111,0.1025,0.0,0.5,1.0,0.20740103270223753,0.0,0.4444444444444445,0.6319210939251289,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.0,0.38010657193605685,0.18000000000000002,0.0,0.5,1.0,0.42053930005737233,0.3333333333333333,0.4444444444444445,0.5442725846222821,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.40071047957371214,0.35375,0.75,0.25,0.0,0.48537005163511193,0.2222222222222222,0.3333333333333333,0.5561533288500337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5,0.5,0.6763765541740674,0.02375,1.0,0.75,0.0,0.3832472748135399,0.4444444444444445,0.6666666666666665,0.8444295001120826,0.4449923296077143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.5,0.7836589698046179,0.16175,0.0,0.25,0.0,0.1942053930005737,0.0,0.0,0.7584622281999552,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.5,0.7847246891651862,0.44475,0.75,1.0,1.0,0.476764199655766,0.2222222222222222,0.1111111111111111,0.7088096839273705,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.0,0.8959147424511544,0.037,0.75,0.5,1.0,0.22002294893861157,0.1111111111111111,0.1111111111111111,0.6413360233131585,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.75,0.25,0.7928952042628772,0.42074999999999996,0.25,0.5,1.0,0.4523809523809524,0.6666666666666665,0.3333333333333333,0.8899349921542257,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.75,0.8209591474245115,0.381,0.0,0.5,1.0,0.29948364888123924,0.3333333333333333,0.6666666666666665,0.6782111634162745,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.7932504440497334,0.15175000000000002,0.25,0.25,0.0,0.0682730923694779,0.0,0.3333333333333333,0.9269222147500562,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,1.0,0.6273534635879217,0.166,1.0,0.25,0.0,0.3057946069994263,0.0,0.4444444444444445,0.7317865949338713,0.05950032873109801,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.25,0.7634103019538185,0.617,0.75,1.0,1.0,0.09179575444635688,0.4444444444444445,0.3333333333333333,0.8982290966151087,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,0.6497335701598577,0.09625,0.0,1.0,0.0,0.2372346528973035,0.2222222222222222,0.2222222222222222,0.5119928267204663,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.5,0.7065719360568383,0.008,0.5,0.25,0.0,0.453241537578887,0.2222222222222222,0.0,0.7557722483748038,0.4449923296077143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.7246891651865006,0.143,0.5,0.25,0.0,0.3551348250143431,0.0,0.0,0.7041022192333557,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.75,1.0,0.7307282415630549,0.12075000000000001,0.75,0.0,0.0,0.18014916810097534,0.1111111111111111,0.2222222222222222,0.6946872898453262,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.8632326820603906,0.512,0.5,0.75,0.0,0.44492254733218595,0.5555555555555556,0.8888888888888888,0.5635507733691998,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.25,0.75,0.9030195381882768,0.11850000000000001,0.75,1.0,1.0,0.21858864027538724,0.1111111111111111,0.3333333333333333,0.6330419188522753,0.7237563006793777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.8774422735346357,0.35850000000000004,0.25,0.5,1.0,0.15633964429145153,0.5555555555555556,0.3333333333333333,0.4997758350145707,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.25,0.709058614564831,0.0012500000000000002,0.25,0.0,0.0,0.342512908777969,0.1111111111111111,0.0,0.5697153104685049,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.45896980461811715,0.0005,1.0,0.5,0.0,0.29202524383247275,0.0,0.4444444444444445,0.690091907644026,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.75,0.5953818827708701,0.2005,0.0,0.75,1.0,0.2271944922547332,0.2222222222222222,0.4444444444444445,0.6788836583725621,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.5538188277087033,0.14175000000000001,0.5,0.75,1.0,0.23264486517498562,0.2222222222222222,0.4444444444444445,0.5949338713292984,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.75,0.6994671403197157,0.11725000000000002,0.0,0.5,0.0,0.508318990246701,0.3333333333333333,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.25,0.8799289520426286,0.022500000000000003,0.5,0.5,1.0,0.10613884107860011,0.3333333333333333,0.0,0.681125308226855,0.4449923296077143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,0.0,0.7932504440497334,0.34800000000000003,0.0,0.5,0.0,0.1818703384968445,0.5555555555555556,0.3333333333333333,0.6454830755436002,0.4449923296077143,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5,0.5,0.6888099467140318,0.19675,0.25,0.0,0.0,0.44234079173838214,0.0,0.0,0.6543375924680565,0.4449923296077143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.0,0.8365896980461809,0.07875,1.0,0.5,1.0,0.4761904761904763,0.0,0.6666666666666665,0.8471194799372338,0.05950032873109801,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.75,0.75,0.7314387211367672,0.21175000000000002,0.75,0.75,0.0,0.1942053930005737,0.0,0.4444444444444445,0.832548755884331,0.05950032873109801,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.25,0.75,0.936412078152753,0.08850000000000001,1.0,1.0,0.0,0.14974182444061962,0.3333333333333333,0.5555555555555556,0.9097735933647164,0.7237563006793777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.75,1.0,0.9708703374777974,0.04975,1.0,0.5,1.0,0.6098680436029834,0.0,0.2222222222222222,0.6700291414481059,0.05950032873109801,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,1.0,0.6081705150976908,0.019500000000000003,0.5,0.25,0.0,0.4079173838209983,0.0,0.2222222222222222,0.7066801165657924,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.0,0.5182948490230905,0.2005,0.75,0.5,0.0,0.24698795180722888,0.1111111111111111,0.6666666666666665,0.832212508406187,0.4449923296077143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.25,1.0,0.7325044404973355,0.5725,0.75,0.5,1.0,0.4254159495123351,0.5555555555555556,0.1111111111111111,0.7942165433759247,0.7237563006793777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.25,1.0,0.5957371225577264,0.053500000000000006,0.75,0.5,0.0,0.5002868617326449,0.1111111111111111,0.6666666666666665,0.6940147948890384,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.0,0.7481349911190052,0.69075,0.0,0.75,1.0,0.1878944348823867,0.5555555555555556,0.3333333333333333,0.6524321900919077,0.4449923296077143,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5,1.0,0.8710479573712253,0.0615,0.75,0.5,0.0,0.1663798049340218,0.5555555555555556,0.4444444444444445,0.7422102667563327,0.4449923296077143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.75,0.25,0.692362344582593,0.15325,0.5,0.0,1.0,0.31009753298909926,0.3333333333333333,0.3333333333333333,0.7873795113203318,0.05950032873109801,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.936412078152753,0.1345,0.75,0.5,1.0,0.3479632816982215,0.2222222222222222,0.2222222222222222,0.7237166554584173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,1.0,0.7108348134991118,0.281,0.0,0.5,1.0,0.5863453815261045,0.0,0.2222222222222222,0.9386908764850932,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.25,1.0,0.4877442273534635,0.29425,0.75,0.0,0.0,0.372346528973035,0.3333333333333333,0.5555555555555556,0.5169244563999104,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.25,0.7939609236234457,0.7417500000000001,1.0,0.25,1.0,0.48364888123924266,0.6666666666666665,0.3333333333333333,0.8493611297915267,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.75,0.8916518650088809,0.071,1.0,0.25,0.0,0.4044750430292599,0.2222222222222222,0.0,0.7545393409549428,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.0,0.4731793960923623,0.18225000000000002,1.0,0.5,0.0,0.04188181296615031,0.2222222222222222,0.5555555555555556,0.5,0.4449923296077143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.75,0.9772646536412077,0.33975,0.0,0.5,1.0,0.2610441767068273,0.4444444444444445,0.3333333333333333,0.47130688186505265,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.75,0.8191829484902307,0.1,0.5,0.25,0.0,0.22002294893861157,0.4444444444444445,0.4444444444444445,0.7182246133154002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.4912966252220247,0.005000000000000001,0.0,1.0,1.0,0.16006884681583478,0.0,0.3333333333333333,0.7576776507509527,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.25,0.47957371225577256,0.014499999999999999,0.5,0.5,0.0,0.43918531267928856,0.1111111111111111,0.3333333333333333,0.5777852499439587,0.4449923296077143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.0,0.8607460035523977,0.30375,0.75,0.5,1.0,0.4506597819850832,0.3333333333333333,0.4444444444444445,0.987334678323246,0.7237563006793777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5,0.152753108348135,0.03975000000000001,0.25,0.5,0.0,0.3852553069420539,0.0,0.0,0.49103340058282907,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.75,0.7676731793960923,0.1795,0.25,0.75,0.0,0.23235800344234075,0.3333333333333333,0.1111111111111111,0.8649405962788613,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.25,0.28419182948490235,0.1075,0.0,0.5,0.0,0.31812966150315547,0.1111111111111111,0.5555555555555556,0.5034745572741538,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.0,0.5218472468916517,0.071,0.75,0.25,0.0,0.5375788869764773,0.0,0.3333333333333333,0.49136964806097283,0.7237563006793777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.75,1.0,0.8461811722912964,0.1275,0.0,0.5,0.0,0.1253585771658061,0.3333333333333333,0.3333333333333333,0.6622954494507959,0.05950032873109801,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.5,0.44511545293072813,0.16425,0.5,1.0,1.0,0.32960413080895007,0.3333333333333333,0.4444444444444445,0.9036090562654115,0.05950032873109801,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5,1.0,0.8049733570159856,0.26775000000000004,0.0,0.5,1.0,0.48364888123924266,0.1111111111111111,0.3333333333333333,0.7554360008966601,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5,0.655772646536412,0.512,0.5,0.25,1.0,0.04905335628227194,0.8888888888888888,0.8888888888888888,0.4562878278412913,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,0.9023090586145646,0.41600000000000004,0.75,0.75,1.0,0.0,0.4444444444444445,0.6666666666666665,0.7353732347007398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.25,0.7761989342806392,0.15925,1.0,0.5,0.0,0.278829604130809,0.3333333333333333,0.5555555555555556,0.6845998655010088,0.05950032873109801,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.75,0.9001776198934279,0.32000000000000006,0.75,1.0,0.0,0.25645438898450945,0.3333333333333333,0.6666666666666665,0.5780094149293881,0.7237563006793777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.75,0.8724689165186499,0.044000000000000004,0.0,0.5,1.0,0.13310384394721742,0.2222222222222222,0.1111111111111111,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.2699822380106572,0.321,0.75,0.0,0.0,0.39242685025817553,0.2222222222222222,0.2222222222222222,0.6652095942613764,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.25,0.5705150976909414,0.07675,1.0,0.0,1.0,0.34710269650028686,0.4444444444444445,0.3333333333333333,0.6481730553687515,0.4449923296077143,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.25,0.0,0.6962699822380105,0.12475000000000001,0.5,0.5,0.0,0.19535283993115318,0.3333333333333333,0.2222222222222222,0.9509078681909886,0.7237563006793777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.6621669626998223,0.2135,0.0,0.75,1.0,0.25960986804360303,0.1111111111111111,0.0,0.7215870880968392,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.25,0.25,0.8444049733570158,0.69225,0.75,0.0,0.0,0.14429145152036718,0.4444444444444445,0.5555555555555556,0.6188074422775163,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.5,0.8266429840142093,0.6062500000000001,0.25,0.5,1.0,0.3103843947217441,0.3333333333333333,0.2222222222222222,0.8201075991930061,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5,0.0,0.7619893428063942,0.085,0.0,0.5,0.0,0.21227768215720025,0.0,0.1111111111111111,0.7910782335799148,0.4449923296077143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.25,0.833747779751332,0.31425000000000003,0.0,0.5,0.0,0.29202524383247275,0.1111111111111111,0.1111111111111111,0.679892400806994,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.25,0.9488454706927174,0.22375,1.0,0.0,0.0,0.19793459552495699,0.1111111111111111,0.2222222222222222,0.8818650526787715,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.75,0.25,0.3094138543516873,0.0685,0.0,1.0,1.0,0.3588640275387263,0.4444444444444445,1.0,0.8287379511320332,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.9044404973357014,0.0045,1.0,0.25,0.0,0.2733792312105565,0.0,0.0,0.7676529926025555,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.5293072824156304,0.196,1.0,0.5,0.0,0.24842226047045324,0.3333333333333333,0.6666666666666665,0.6865052678771576,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,1.0,0.8120781527531082,0.0235,0.0,0.5,1.0,0.03356282271944922,0.2222222222222222,0.6666666666666665,0.8655010087424345,0.4449923296077143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.25,0.5,0.8145648312611011,0.35575,0.75,1.0,1.0,0.08921399885255307,0.1111111111111111,0.0,0.5319435104236718,0.7237563006793777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.25,0.5989342806394315,0.067,0.75,0.5,0.0,0.28858290304073436,0.4444444444444445,0.6666666666666665,0.9169468728984533,0.7237563006793777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.25,0.7850799289520425,0.4,0.0,0.5,1.0,0.41078600114744696,0.2222222222222222,0.3333333333333333,0.7628334454158261,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.25,0.7165186500888099,0.09775,0.75,1.0,0.0,0.3273092369477912,0.1111111111111111,0.4444444444444445,0.7927594709706345,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.727886323268206,0.01625,0.5,0.5,0.0,0.2243258749282846,0.0,0.1111111111111111,0.6075991930060525,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.25,0.75,0.7772646536412076,0.0835,0.75,0.25,0.0,0.3737808376362593,0.0,0.0,0.6963685272360457,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.25,0.5555950266429839,0.30750000000000005,1.0,0.5,0.0,0.2372346528973035,0.4444444444444445,0.1111111111111111,0.7719121273257118,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.75,1.0,0.6980461811722911,0.05500000000000001,1.0,0.25,0.0,0.6018359150889272,0.2222222222222222,0.2222222222222222,0.5905626541134275,0.05950032873109801,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.0,0.7055062166962698,0.007000000000000001,0.0,0.5,1.0,0.21600688468158347,0.1111111111111111,0.2222222222222222,0.4578569827392962,0.4449923296077143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.75,0.7914742451154528,0.0415,0.25,0.75,0.0,0.20740103270223753,0.4444444444444445,0.4444444444444445,0.7302174400358665,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.25,0.0,0.4749555950266429,0.23725000000000002,0.75,0.0,0.0,0.27796901893287435,0.3333333333333333,0.1111111111111111,0.7206904281551222,0.7237563006793777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5,0.25,0.8539964476021313,0.5745,1.0,0.5,0.0,0.0,0.5555555555555556,0.4444444444444445,0.9496749607711277,0.4449923296077143,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.25,0.0,0.5449378330373,0.1275,1.0,0.25,0.0,0.20252438324727481,0.2222222222222222,0.5555555555555556,0.6397668684151536,0.7237563006793777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5,0.7730017761989341,0.16075,0.25,1.0,0.0,0.48623063683304646,0.4444444444444445,0.4444444444444445,0.8445415826047972,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.25,0.5737122557726464,0.11475,0.0,0.75,0.0,0.3815261044176707,0.1111111111111111,0.4444444444444445,0.8847791974893522,0.7237563006793777,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.25,0.8230905861456481,0.20650000000000002,0.0,0.25,0.0,0.1944922547332186,0.4444444444444445,0.8888888888888888,0.681125308226855,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.75,0.75,0.4603907637655417,0.6045,0.25,0.0,1.0,0.30436029833620193,0.6666666666666665,0.4444444444444445,0.6463797354853172,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.75,0.8202486678507992,0.1525,1.0,0.25,0.0,0.09552495697074012,0.1111111111111111,0.8888888888888888,0.6302398565344094,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.25,0.4241563055062166,0.023000000000000003,0.0,0.5,0.0,0.391566265060241,0.3333333333333333,0.2222222222222222,1.0,0.4449923296077143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5,0.25,0.8309058614564828,0.20975000000000002,0.5,0.0,0.0,0.11646586345381524,0.3333333333333333,0.3333333333333333,0.7841291190316072,0.4449923296077143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.5,0.35381882770870327,0.22425000000000003,1.0,0.5,1.0,0.43029259896729777,0.3333333333333333,0.2222222222222222,0.769670477471419,0.05950032873109801,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.75,0.75,0.722557726465364,0.00625,0.5,0.5,1.0,0.39242685025817553,0.2222222222222222,0.4444444444444445,0.48520511096166785,0.05950032873109801,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.5,0.3317939609236234,0.23075,0.5,0.5,1.0,0.3138267355134825,0.3333333333333333,0.3333333333333333,0.8000448329970858,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.5,0.7015985790408523,0.0655,0.25,0.5,1.0,0.1038439472174412,0.3333333333333333,0.6666666666666665,0.7771800044832998,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,0.25,0.9374777975133213,0.07625,0.25,0.25,0.0,0.006310958118187035,0.3333333333333333,0.3333333333333333,0.6712620488679669,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.75,0.7694493783303729,0.16475,1.0,0.5,1.0,0.22346528973034996,0.3333333333333333,0.6666666666666665,0.8377045505492042,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.25,0.7655417406749554,0.65475,1.0,0.5,0.0,0.23637406769936892,0.5555555555555556,1.0,0.7286482851378616,0.4449923296077143,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.7605683836589696,0.8187500000000001,0.25,1.0,1.0,0.285140562248996,0.3333333333333333,0.1111111111111111,0.7358215646715984,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.25,0.5,0.33499111900532846,0.09425,0.5,0.5,0.0,0.5708548479632817,0.3333333333333333,0.2222222222222222,0.7103788388253754,0.7237563006793777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,1.0,0.4138543516873889,0.011500000000000002,1.0,0.5,0.0,0.3098106712564544,0.1111111111111111,0.0,0.6759695135619816,0.05950032873109801,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.5,0.9243339253996445,0.40725,1.0,0.75,1.0,0.28112449799196787,0.3333333333333333,0.4444444444444445,0.5951580363147277,0.05950032873109801,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,0.5,0.633392539964476,0.043750000000000004,0.5,0.5,0.0,0.17269076305220882,0.0,0.4444444444444445,0.4677202420981843,0.4449923296077143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.75,0.6579040852575488,0.027500000000000004,0.25,0.25,0.0,0.23608720596672406,0.2222222222222222,0.4444444444444445,0.7791974893521632,0.7237563006793777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.6959147424511543,0.145,0.75,0.0,0.0,0.3551348250143431,0.6666666666666665,0.2222222222222222,0.7934319659269222,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.5335701598579041,0.41700000000000004,0.0,1.0,0.0,0.2848537005163511,0.2222222222222222,0.6666666666666665,0.6972651871777629,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.25,0.25,0.7289520426287743,0.48150000000000004,0.75,0.5,1.0,0.08691910499139416,0.5555555555555556,0.4444444444444445,0.7333557498318762,0.7237563006793777,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5,0.25,0.6177619893428064,0.23450000000000004,0.0,0.25,0.0,0.6362593230063109,0.3333333333333333,0.7777777777777777,0.7082492714637973,0.4449923296077143,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.6611012433392538,0.8470000000000001,0.5,0.75,1.0,0.310671256454389,0.7777777777777777,0.5555555555555556,0.14436225061645375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,1.0,0.7467140319715808,0.12975,0.0,0.25,0.0,0.18904188181296613,0.2222222222222222,0.0,0.7381752970186057,0.4449923296077143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.727886323268206,0.60775,0.0,0.0,1.0,0.316982214572576,0.7777777777777777,0.1111111111111111,0.8535081820219683,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
